timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
541.0,8.0,212.0,0.613207544277,0.999999992754,0.739130429427,9.0,9.0,1.0,0.0,5.25943396226,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1300.0,550.333333333,658.0,843300.0,371293.0,658.0,4202.99438202,2289.06389841,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536100477029,0.363895918181,0.03333471262,0.0333346404799,0.0333342516906,0.444973932877,0.236045943304,0.0849056603774,0.0235849056604,0.782608695652,0.217391304348,0.475505050505,0.05,1.0,-0.248333333333,-0.7,-0.125,0.0,0.0,0.5,0.0,548.0
541.0,12.0,187.0,0.632432429014,0.999999990991,0.810810803506,10.0,0.0,1.0,0.0,4.83422459893,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,603.0,197.2,32700.0,843300.0,232700.0,2723.88532884,8484.77586207,4349.5427177,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39041718791,0.0200386410947,0.0201005359492,0.161697224126,0.40774641092,0.534343434343,0.0695265151515,0.0267379679144,0.0267379679144,0.5,0.5,0.454545454545,0.136363636364,1.0,-0.330833333333,-0.666666666667,-0.1875,0.0,0.0,0.5,0.0,1200.0
541.0,11.0,960.0,0.42557651947,0.999999998261,0.593043477229,18.0,12.0,1.0,1.0,4.996875,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,430.0,103.6,5600.0,843300.0,165940.0,1422.78571429,3314.5679558,2100.36489288,612.0,2700.0,1451.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204060965486,0.0202460284978,0.802718174665,0.0200001022361,0.136629598053,0.418597156811,0.144863945578,0.040625,0.00833333333333,0.829787234043,0.170212765957,0.290781440781,0.05,0.5,-0.134375,-0.25,-0.05,0.65,0.15,0.15,0.15,1600.0
541.0,14.0,452.0,0.56354915932,0.99999999635,0.660583939195,24.0,4.0,1.0,1.0,4.41150442478,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,331.0,139.5,20300.0,843300.0,278575.0,2085.64485981,3314.5679558,2696.1601056,506.0,506.0,506.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500033631842,0.0522042501608,0.0501480236432,0.797644322584,0.050000040428,0.491409897292,0.0880602240896,0.0420353982301,0.0154867256637,0.730769230769,0.269230769231,0.355547960811,0.0333333333333,0.6,-0.535714285714,-1.0,-0.05,0.4,-0.4,0.1,0.4,1800.0
541.0,10.0,1163.0,0.451273046136,0.999999998802,0.544910178988,22.0,13.0,1.0,2.0,4.61049011178,10.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,395.0,158.25,0.0,843300.0,163380.0,0.0,3517.8562753,2493.4100529,503.0,12700.0,5250.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201522263734,0.020346048574,0.0200481119405,0.819476738786,0.119976874326,0.354430945399,0.252402291929,0.0515907136715,0.0154772141015,0.769230769231,0.230769230769,0.455671717172,0.0333333333333,1.0,-0.177711640212,-0.714285714286,-0.0714285714286,0.0,0.0,0.5,0.0,1600.0
541.0,11.0,366.0,0.549999998472,0.999999995671,0.666666663781,5.0,0.0,1.0,0.0,4.89890710383,8.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,803.0,144.75,14200.0,843300.0,212475.0,1947.30126183,3314.5679558,2476.53379593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250002177504,0.0250000833468,0.899998459819,0.0250000574894,0.0250011815942,0.347152560084,-0.028526645768,0.0273224043716,0.0218579234973,0.555555555556,0.444444444444,0.286439393939,0.1,0.6,-0.436458333333,-1.0,-0.125,0.0,0.0,0.5,0.0,144.0
541.0,12.0,348.0,0.681249997871,0.999999995413,0.81192660178,3.0,2.0,0.0,21.0,4.46551724138,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,574.0,128.833333333,17800.0,843300.0,562650.0,2870.64635678,5497.48594378,4546.45230616,3800.0,22800.0,13300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333561994345,0.0338786973939,0.0333341256544,0.866097510733,0.0333334667846,0.528436293436,-0.0269425675676,0.0344827586207,0.0545977011494,0.387096774194,0.612903225806,0.424444444444,0.1,1.0,-0.325964912281,-0.6,-0.1,0.25,-0.166666666667,0.25,0.166666666667,615.0
541.0,9.0,375.0,0.5483870953,0.999999995495,0.71621621299,2.0,1.0,1.0,0.0,4.696,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,90.0,46.2,0.0,843300.0,180566.666667,0.0,3314.5679558,2203.06795911,5700.0,5700.0,5700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352768542079,0.223460424178,0.523953978402,0.0336308179325,0.18367792528,0.312547553457,0.16064869474,0.0613333333333,0.0133333333333,0.821428571429,0.178571428571,0.261293054771,0.0333333333333,1.0,-0.175,-0.25,-0.125,0.0,0.0,0.5,0.0,22000.0
541.0,9.0,359.0,0.667621774591,0.999999995122,0.878048776205,7.0,0.0,1.0,0.0,4.35933147632,8.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,677.0,245.833333333,0.0,843300.0,295712.5,0.0,5295.3445122,2476.34105957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.772183393691,0.0250037893721,0.152672573113,0.0250870637605,0.0250531800627,0.44987037037,0.19862962963,0.058495821727,0.0194986072423,0.75,0.25,0.379112554113,0.1,0.8,-0.230952380952,-0.4,-0.155555555556,0.0,0.0,0.5,0.0,970.0
541.0,11.0,461.0,0.590809626716,0.999999996466,0.766784449587,27.0,0.0,1.0,1.0,4.83731019523,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2200.0,410.25,0.0,843300.0,141666.666667,0.0,5295.3445122,2845.2271181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227191357087,0.0223246472456,0.0222368882127,0.0222633353941,0.910455993439,0.480056377731,0.140644820296,0.0520607375271,0.0173535791757,0.75,0.25,0.43115530303,0.1,1.0,-0.4,-1.0,-0.166666666667,0.393939393939,0.0681818181818,0.106060606061,0.0681818181818,3700.0
