timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
260.0,9.0,222.0,0.653658533397,0.999999992188,0.75781249408,3.0,2.0,1.0,0.0,4.36036036036,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,211.0,53.295,663600.0,843300.0,721925.0,3324.16761672,5696.80221501,4275.28166108,1300.0,86200.0,43750.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.799928796497,0.0500043234549,0.050041961386,0.0500246385578,0.0500002801043,0.44569221628,0.126322043969,0.0315315315315,0.0225225225225,0.583333333333,0.416666666667,0.5170995671,0.136363636364,0.9,-0.114444444444,-0.155555555556,-0.05,0.311111111111,0.0472222222222,0.188888888889,0.0472222222222,730.0
260.0,9.0,185.0,0.657458559904,0.99999999115,0.769911497611,7.0,6.0,1.0,1.0,4.81621621622,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,863.0,214.718,12700.0,843300.0,565580.0,2558.86094317,4477.53225806,3347.8970745,780.0,45900.0,12621.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.431545148463,0.240617337193,0.247800041687,0.0400309979836,0.0400064746727,0.396527777778,0.0243055555556,0.0108108108108,0.0108108108108,0.5,0.5,0.375,0.25,0.5,-0.277777777778,-0.4,-0.155555555556,0.2,0.3,0.3,0.3,927.0
260.0,7.0,437.0,0.516826921835,0.999999995868,0.669421484837,15.0,10.0,1.0,0.0,4.61098398169,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,455.0,220.918,3100.0,843300.0,443720.0,1117.6,4477.53225806,3083.13060015,1200.0,45900.0,7211.11111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.839907379305,0.0400026038836,0.0400323377398,0.0400423860923,0.0400152929795,0.432816399287,0.09311942959,0.0320366132723,0.0160183066362,0.666666666667,0.333333333333,0.306504329004,0.0333333333333,0.75,-0.160714285714,-0.3,-0.1,0.0,0.0,0.5,0.0,780.0
260.0,12.0,347.0,0.510144926058,0.99999999537,0.620370367498,4.0,4.0,1.0,0.0,4.56195965418,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,211.0,53.295,663600.0,843300.0,721925.0,3324.16761672,5696.80221501,4275.28166108,730.0,4900.0,2707.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.799928913498,0.0500043235004,0.0500418259279,0.050024656979,0.050000280095,0.389214285714,-0.0541904761905,0.0317002881844,0.0317002881844,0.5,0.5,0.284090909091,0.0333333333333,0.6,-0.258008658009,-0.5,-0.05,0.4,-0.25,0.1,0.25,1000.0
260.0,11.0,1009.0,0.366799204407,0.999999998279,0.528399310622,4.0,3.0,2.0,1.0,4.99801783944,7.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,522.0,152.37,3600.0,843300.0,344628.571429,1305.0,3786.1558753,2551.96535605,1000.0,1800.0,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.314717870591,0.169852632445,0.457580566035,0.0292744041513,0.0285745267781,0.363038087643,0.04528157515,0.0336967294351,0.017839444995,0.653846153846,0.346153846154,0.300827603769,0.05,0.7,-0.293132716049,-1.0,-0.025,0.0,0.0,0.5,0.0,3200.0
260.0,13.0,175.0,0.676300574125,0.999999989583,0.874999990885,9.0,4.0,1.0,0.0,4.24571428571,7.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,517.0,130.0,0.0,843300.0,260700.0,0.0,5269.5,3092.96007987,894.0,14100.0,6123.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0286076836133,0.26622317159,0.0285916189521,0.362501279442,0.314076246403,0.540873015873,-0.071626984127,0.04,0.0685714285714,0.368421052632,0.631578947368,0.476785714286,0.0625,0.7,-0.353472222222,-0.8,-0.05,0.227272727273,0.0181818181818,0.272727272727,0.0181818181818,2700.0
260.0,9.0,197.0,0.638743452153,0.999999991379,0.767241372696,4.0,3.0,5.0,0.0,4.35025380711,9.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1200.0,319.111111111,1800.0,843300.0,229922.222222,1483.33333333,4621.96185286,3341.66562772,1900.0,1900.0,1900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.376745281123,0.129210704652,0.0228398769227,0.232753284139,0.238450853163,0.593888888889,0.269642857143,0.0456852791878,0.010152284264,0.818181818182,0.181818181818,0.424404761905,0.0625,1.0,-0.29375,-0.4,-0.1875,0.0,0.0,0.5,0.0,1300.0
260.0,9.0,362.0,0.577142855494,0.999999995851,0.680497922488,23.0,3.0,10.0,0.0,4.50828729282,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,918.0,219.8,1300.0,843300.0,276660.0,1068.0,9408.10416667,5151.47970155,1400.0,1400.0,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0204375027342,0.0200109327574,0.118918479116,0.647782433052,0.19285065234,0.420651830808,0.112796491703,0.0690607734807,0.0138121546961,0.833333333333,0.166666666667,0.266601731602,0.1,0.8,-0.336111111111,-0.5,-0.125,0.2,-0.5,0.3,0.5,1300.0
260.0,8.0,250.0,0.539823006461,0.999999992481,0.721804505851,4.0,1.0,3.0,0.0,5.328,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,411.0,131.8,0.0,843300.0,235066.666667,0.0,5219.89090909,3260.45914344,2400.0,2400.0,2400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0338768234554,0.0333431034237,0.204690692852,0.0334323342157,0.694657046053,0.316045245078,0.14890727552,0.06,0.028,0.681818181818,0.318181818182,0.405519480519,0.1,0.5,-0.138095238095,-0.2,-0.1,0.0,0.0,0.5,0.0,1100.0
260.0,11.0,237.0,0.586206894025,0.999999993243,0.702702697955,2.0,1.0,2.0,0.0,4.52742616034,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,827.0,298.718,1100.0,843300.0,445360.0,1009.0,4747.66589684,2739.01661362,1100.0,1100.0,1100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.640153322043,0.0400007428077,0.0400008918991,0.0400002304318,0.239844812818,0.453484848485,-0.0283636363636,0.042194092827,0.0253164556962,0.625,0.375,0.186590909091,0.05,0.375,-0.366666666667,-1.0,-0.15,0.5,0.05,0.0,0.05,1000.0
