timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
153.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,605.0,153.19875,22800.0,843300.0,480412.5,3100.34376736,7185.11488736,5050.29701973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.149628123099,0.0255439566074,0.0250004802822,0.774827029175,0.0250004108368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,700.0
153.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,449.0,134.51,0.0,843300.0,419370.0,0.0,8836.44642857,5216.15106045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0200009163143,0.0201344732358,0.0200003946377,0.919863789685,0.0200004261275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,933.0
153.0,12.0,1029.0,0.498480242656,0.999999998347,0.682644626971,6.0,5.0,0.0,26.0,4.43440233236,6.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,176.0,29.3333333333,42300.0,843300.0,537250.0,2154.98785425,5965.98317078,3930.25816265,1900.0,7500.0,4700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0333346770705,0.0341126431129,0.0333898252256,0.86582947881,0.0333333757806,0.460117973629,0.00271000627871,0.0612244897959,0.0553935860058,0.525,0.475,0.431296468082,0.05,1.0,-0.436507936508,-1.0,-0.05,0.833333333333,0.1,0.333333333333,0.1,453.0
153.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,704.0,241.0,96000.0,843300.0,437742.857143,3498.95737812,11160.4,6159.00584594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0285715601342,0.0286093812965,0.0285714989289,0.885676035093,0.0285715245478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,881.0
153.0,13.0,177.0,0.72727272314,0.999999990991,0.864864857073,1.0,1.0,0.0,1.0,4.33898305085,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,717.0,173.6,0.0,843300.0,197387.5,0.0,4499.26315789,2120.93438634,857.0,857.0,857.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0250018666123,0.899827895249,0.0251325041315,0.0250368767129,0.0250008572945,0.522727272727,-0.0666666666667,0.0169491525424,0.0282485875706,0.375,0.625,0.366666666667,0.25,0.6,-0.366666666667,-0.5,-0.25,0.666666666667,-0.125,0.166666666667,0.125,855.0
153.0,13.0,1257.0,0.365079364774,0.999999998667,0.487999999349,32.0,1.0,2.0,0.0,4.62529832936,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,914.0,354.714285714,914.0,843300.0,236316.285714,914.0,3498.95737812,2007.50853067,789.0,789.0,789.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0285721798644,0.0285722023077,0.741727688514,0.0285719375009,0.172555991813,0.44250640041,0.0507859703021,0.0342084327765,0.0175019888624,0.661538461538,0.338461538462,0.264878183832,0.05,0.6,-0.258333333333,-1.0,-0.1,0.1,0.0,0.4,0.0,1100.0
153.0,7.0,724.0,0.517985610765,0.999999997748,0.677927926401,13.0,3.0,2.0,0.0,4.98895027624,4.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,688.0,171.25,36600.0,843300.0,272250.0,2186.93830482,3498.95737812,2746.52254956,2600.0,2600.0,2600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0500014767302,0.0500000932643,0.799994793637,0.0500000402673,0.0500035961018,0.375528007346,0.0301337235996,0.0234806629834,0.0193370165746,0.548387096774,0.451612903226,0.351359180036,0.0625,0.8,-0.281944444444,-1.0,-0.05,0.5,0.0625,0.0,0.0625,511.0
153.0,7.0,433.0,0.550387595477,0.9999999967,0.590759073958,72.0,4.0,1.0,0.0,6.28868360277,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,655.0,254.6,715.0,843300.0,354521.5,685.0,7624.50931278,4329.57002622,1100.0,1100.0,1100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17184361952,0.124137915274,0.0200929998743,0.553297440602,0.13062802473,0.335347985348,0.0357600732601,0.013856812933,0.00692840646651,0.666666666667,0.333333333333,0.230952380952,0.1,0.5,-0.306944444444,-0.4,-0.1875,1.0,0.5,0.5,0.5,1200.0
153.0,11.0,581.0,0.507826086073,0.999999996875,0.709374997783,8.0,1.0,2.0,0.0,4.56282271945,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,843300.0,320520.0,0.0,3498.95737812,1636.40187226,779.0,779.0,779.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0400063736355,0.0400068664693,0.839668558646,0.0403132867386,0.0400049145104,0.416287878788,0.101644493718,0.0309810671256,0.00860585197935,0.782608695652,0.217391304348,0.342171717172,0.1,0.8,-0.255833333333,-0.6,-0.1,0.0,0.0,0.5,0.0,949.0
153.0,8.0,407.0,0.519704432217,0.99999999639,0.602888084466,22.0,2.0,17.0,1.0,5.04176904177,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,712.0,138.512857143,53100.0,843300.0,603157.142857,3498.95737812,7756.75362319,5714.37377028,8200.0,10700.0,9450.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028572028143,0.174133977195,0.0286053048567,0.740113775612,0.028574914193,0.567,0.168,0.034398034398,0.019656019656,0.636363636364,0.363636363636,0.4875,0.1,1.0,-0.328125,-0.6,-0.125,0.857142857143,-0.714285714286,0.357142857143,0.714285714286,2000.0
153.0,10.0,955.0,0.503680335958,0.999999998148,0.75185185046,14.0,0.0,1.0,1.0,4.96439790576,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,587.0,127.166666667,0.0,843300.0,269450.0,0.0,6933.7,2878.21941813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0250034989367,0.150693856659,0.692924498537,0.025002215175,0.106375930692,0.507372668484,0.0951688846133,0.0460732984293,0.0125654450262,0.785714285714,0.214285714286,0.28912042503,0.0333333333333,0.75,-0.263194444444,-0.6,-0.125,0.5,0.0,0.0,0.0,712.0
153.0,11.0,140.0,0.755395678019,0.9999999875,0.862499989219,4.0,4.0,2.0,0.0,4.55,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,701.0,271.375,10400.0,843300.0,275450.0,3030.5,5965.98317078,3989.18264962,990.0,22800.0,11895.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.242998963611,0.379876890706,0.0251754047086,0.326925879627,0.025022861348,0.616111111111,0.212222222222,0.0571428571429,0.0428571428571,0.571428571429,0.428571428571,0.5125,0.5,0.6,-0.402777777778,-0.8,-0.125,0.0,0.0,0.5,0.0,1100.0
153.0,11.0,194.0,0.682291663113,0.999999991304,0.826086949338,1.0,1.0,1.0,2.0,4.49484536082,7.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,769.0,184.4,0.0,843300.0,215485.714286,0.0,8380.96428571,3275.71899834,779.0,779.0,779.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0285746918188,0.0297621012447,0.0286911678941,0.884399082924,0.0285729561185,0.64375,0.171875,0.020618556701,0.0,1.0,0.0,0.34375,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,678.0
153.0,12.0,1426.0,0.432568148901,0.999999998829,0.610070256897,24.0,4.0,7.0,1.0,4.77068723703,8.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,923.0,153.431666667,0.0,843300.0,368377.875,0.0,5362.55703618,2488.03410976,1100.0,1600.0,1366.66666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.647543690145,0.0250231934079,0.277297697764,0.0250326599544,0.025102758728,0.401782939283,0.0395096223221,0.0280504908836,0.0196353436185,0.588235294118,0.411764705882,0.309738906926,0.0625,1.0,-0.276686507937,-1.0,-0.05,0.0,0.0,0.5,0.0,2700.0
153.0,9.0,379.0,0.480978259563,0.999999995327,0.584112146803,8.0,7.0,3.0,0.0,4.88390501319,9.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,410.0,145.625,0.0,843300.0,404888.888889,0.0,4349.42365887,2850.51260751,1700.0,13100.0,4260.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.467815312767,0.0222428869491,0.261300541151,0.0222952790731,0.22634598006,0.555203598485,0.145577651515,0.0527704485488,0.00791556728232,0.869565217391,0.130434782609,0.277924242424,0.0333333333333,0.6,-0.3,-0.3,-0.3,0.8,0.2,0.3,0.2,4200.0
153.0,10.0,606.0,0.528813558426,0.999999997167,0.702549573081,16.0,3.0,13.0,0.0,4.50660066007,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,658.0,152.0,3200.0,843300.0,293000.0,1306.88235294,7624.50931278,4274.10368156,2700.0,2700.0,2700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0226647564848,0.0222340823376,0.0222245216574,0.615870052433,0.317006587087,0.489265536723,0.135240112994,0.0544554455446,0.019801980198,0.733333333333,0.266666666667,0.399494949495,0.1,0.8,-0.317013888889,-0.6,-0.125,1.0,0.5,0.5,0.5,3600.0
153.0,13.0,861.0,0.456140350344,0.999999997877,0.662420380759,10.0,7.0,2.0,1.0,4.37282229965,9.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,682.0,152.444444444,8400.0,843300.0,344011.111111,1371.11111111,4534.2875,2814.20552803,1700.0,4200.0,2700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.78026076889,0.0222235382355,0.0222339244844,0.0222225278561,0.153059240534,0.438375821709,0.0817811046978,0.0429732868757,0.0209059233449,0.672727272727,0.327272727273,0.27745992746,0.1,0.7,-0.239043209877,-0.5,-0.1,0.5,0.136363636364,0.0,0.136363636364,929.0
153.0,13.0,1520.0,0.429047301513,0.999999998885,0.627647713905,26.0,3.0,7.0,2.0,4.61776315789,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,599.0,143.875,911.0,843300.0,218651.375,653.571428571,4499.26315789,3376.3451531,544.0,1700.0,1122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0259279744293,0.895419235614,0.027442903789,0.0252024364411,0.0260074497263,0.483800247372,0.104243815708,0.0565789473684,0.0223684210526,0.716666666667,0.283333333333,0.32780051344,0.1,1.0,-0.413970588235,-1.0,-0.1,0.0,0.0,0.5,0.0,1200.0
153.0,10.0,347.0,0.539358599011,0.999999995122,0.717073167234,8.0,0.0,1.0,0.0,5.11239193084,9.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,402.0,130.444444444,4000.0,843300.0,214366.666667,1452.9,4752.375,2793.0498726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0222228788821,0.0222258723715,0.594842971672,0.0222231441505,0.338485132924,0.499727272727,0.0751515151515,0.0403458213256,0.0172910662824,0.7,0.3,0.310984848485,0.0333333333333,1.0,-0.370833333333,-1.0,-0.125,0.0,0.0,0.5,0.0,836.0
153.0,14.0,1087.0,0.414364640502,0.999999998192,0.665461119954,11.0,0.0,1.0,0.0,4.22999080037,6.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1800.0,645.5,7300.0,843300.0,285233.333333,3226.73320552,4283.8,3620.02330611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.866665770552,0.0333336649784,0.0333335094615,0.0333335479907,0.0333335070178,0.524978805916,0.163074494949,0.0459981600736,0.0137994480221,0.769230769231,0.230769230769,0.421863636364,0.0333333333333,1.0,-0.376481481481,-1.0,-0.05,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,2300.0
153.0,11.0,286.0,0.630824370499,0.999999994012,0.820359276525,1.0,1.0,1.0,0.0,4.70979020979,10.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,469.0,165.9,3100.0,843300.0,233170.0,1091.5,3498.95737812,2160.77294773,663600.0,663600.0,663600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0201810855255,0.0200006446044,0.232778504683,0.0200004464525,0.707039318735,0.577447089947,0.186706349206,0.034965034965,0.0034965034965,0.909090909091,0.0909090909091,0.365238095238,0.0333333333333,0.5,-0.291666666667,-0.291666666667,-0.291666666667,0.625,0.5,0.125,0.5,3800.0
153.0,12.0,241.0,0.582278478556,0.999999993421,0.644736837864,14.0,7.0,5.0,0.0,4.5643153527,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,873.0,134.9,15000.0,843300.0,327380.0,3176.31481481,6745.64088398,4863.02655507,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.148331798214,0.0200341751272,0.0200982785778,0.791090396586,0.020445351495,0.469266191325,0.114913844326,0.0373443983402,0.0207468879668,0.642857142857,0.357142857143,0.352861952862,0.136363636364,0.6,-0.264444444444,-0.5,-0.1,0.166666666667,0.166666666667,0.333333333333,0.166666666667,969.0
153.0,14.0,1077.0,0.483177569642,0.999999998316,0.735690234452,1.0,1.0,7.0,1.0,4.75208913649,6.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,705.0,171.6,0.0,843300.0,244333.333333,0.0,4097.16494845,2591.78922822,3400.0,3400.0,3400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.033338958687,0.726036729201,0.0333365961946,0.0336397213155,0.173647994602,0.410286638927,0.0795789027585,0.0408542246982,0.025069637883,0.619718309859,0.380281690141,0.384686147186,0.05,1.0,-0.330989124045,-1.0,-0.05,0.333333333333,-0.35,0.166666666667,0.35,622.0
